pair_id,start_index,goal_index,seed,config_name,success,start_x,start_y,start_yaw,goal_x,goal_y,goal_yaw,planning_time,path_length,num_nodes,first_solution_iter,num_path_points,error
44,4,4,1129532491,GoalBias,True,3.8256253661444872,5.042033536493094,0.6887346158051395,25.79721209379483,23.129285095962924,0.6887346158051395,0.23976383300032467,44.28989160688169,90,51,565,
44,4,4,1129532491,GoalBias+Tangent,True,3.8256253661444872,5.042033536493094,0.6887346158051395,25.79721209379483,23.129285095962924,0.6887346158051395,0.29415887501090765,46.66550777399289,90,84,593,
45,4,5,2132851835,Baseline,True,3.8256253661444872,5.042033536493094,0.6930102885792344,29.58524851460567,26.433070902339733,0.6930102885792344,0.7029344160109758,39.30068617104412,206,90,469,
45,4,5,2132851835,GoalBias,True,3.8256253661444872,5.042033536493094,0.6930102885792344,29.58524851460567,26.433070902339733,0.6930102885792344,1.3362920409999788,46.84264533447363,277,144,596,
45,4,5,2132851835,GoalBias+Tangent,True,3.8256253661444872,5.042033536493094,0.6930102885792344,29.58524851460567,26.433070902339733,0.6930102885792344,0.8582815000554547,58.57490243945105,178,577,718,
46,4,6,161639668,Baseline,True,3.8256253661444872,5.042033536493094,0.5145612289596002,42.829982474122566,27.093631695563825,0.5145612289596002,1.3922529999399558,56.59892613755564,298,206,637,
46,4,6,161639668,GoalBias,True,3.8256253661444872,5.042033536493094,0.5145612289596002,42.829982474122566,27.093631695563825,0.5145612289596002,0.4226788750384003,54.77969612540187,123,138,662,
46,4,6,161639668,GoalBias+Tangent,True,3.8256253661444872,5.042033536493094,0.5145612289596002,42.829982474122566,27.093631695563825,0.5145612289596002,0.39827912498731166,67.58328215209313,123,139,850,
47,4,7,1911596130,Baseline,True,3.8256253661444872,5.042033536493094,0.7978716667164822,22.66510658510346,24.357464868132716,0.7978716667164822,1.0387607079464942,42.523362112686996,257,176,537,
47,4,7,1911596130,GoalBias,True,3.8256253661444872,5.042033536493094,0.7978716667164822,22.66510658510346,24.357464868132716,0.7978716667164822,2.9962353749433532,39.01702354901634,301,163,493,
