experiment,level,map_seed,planner_seed,method,variant,success,planning_time,first_solution_iteration,node_count,path_length,reverse_length,switch_count
density,20,4,7,GoalBias,GoalBias,1,2.7791030406951904,43,118,153.05589491607125,0.0,0
density,20,4,5,GoalBias,GoalBias,1,8.729281902313232,393,293,169.02790362693497,0.0,0
density,20,4,8,GoalBias,GoalBias,1,2.6097171306610107,68,139,138.36834204521264,0.0,0
density,20,4,9,GoalBias,GoalBias,1,2.3017380237579346,55,122,148.67977720209478,0.0,0
density,20,4,9,Hybrid,Hybrid,1,2.397799015045166,81,127,131.98664298894704,0.0,0
density,20,4,9,RRT*,RRT*,1,6.8260180950164795,254,300,156.24740779772608,0.0,0
density,20,4,8,Hybrid,Hybrid,1,8.000684022903442,231,239,169.65151129896674,0.0,0
density,20,4,8,RRT*,RRT*,1,14.190191745758057,510,493,156.90134017286968,0.0,0
density,30,0,1,GoalBias,GoalBias,1,4.3603949546813965,75,136,118.74977344269733,0.0,0
density,30,0,0,RRT*,RRT*,1,18.07778263092041,448,440,127.77061722708483,0.0,0
density,30,0,0,GoalBias,GoalBias,1,18.306957721710205,421,434,147.73358163827558,0.0,0
density,30,0,0,Hybrid,Hybrid,1,17.424393892288208,299,284,159.69350303444688,0.0,0
density,30,0,2,RRT*,RRT*,1,9.734280109405518,251,264,169.48017834395935,0.0,0
density,30,0,1,RRT*,RRT*,1,16.162191152572632,472,429,165.8354084889617,0.0,0
density,30,0,2,GoalBias,GoalBias,1,4.181240081787109,106,143,136.45850891827823,0.0,0
density,30,0,3,GoalBias,GoalBias,1,3.674189805984497,117,141,136.37120322298657,0.0,0
density,30,0,3,RRT*,RRT*,1,8.49348521232605,253,260,151.18349117603205,0.0,0
density,30,0,2,Hybrid,Hybrid,1,9.724040985107422,183,194,93.04915509000514,0.0,0
density,30,0,4,GoalBias,GoalBias,1,8.355022668838501,155,200,145.89135677036333,0.0,0
density,30,0,4,RRT*,RRT*,1,10.069031953811646,256,281,159.38230995229188,0.0,0
density,30,0,4,Hybrid,Hybrid,1,5.978947162628174,160,172,147.75166268181073,0.0,0
density,30,0,5,GoalBias,GoalBias,1,10.367770910263062,252,249,160.34818761247746,0.0,0
density,30,0,3,Hybrid,Hybrid,1,21.838156938552856,298,268,171.97754633013642,0.0,0
density,30,0,5,Hybrid,Hybrid,1,11.277850866317749,243,238,179.63767339109535,0.0,0
density,30,0,6,RRT*,RRT*,1,17.3906729221344,495,347,127.39810135673461,0.0,0
density,30,0,6,GoalBias,GoalBias,1,8.906311988830566,373,216,182.208511132451,0.0,0
density,30,0,1,Hybrid,Hybrid,1,41.70754098892212,407,350,155.7686203914956,0.0,0
density,30,0,5,RRT*,RRT*,1,24.19227910041809,665,557,184.0882624091503,0.0,0
density,30,0,7,RRT*,RRT*,1,9.472222089767456,229,276,141.2026053714294,0.0,0
density,30,0,8,GoalBias,GoalBias,1,4.47754693031311,155,159,162.9440059481517,0.0,0
density,30,0,7,GoalBias,GoalBias,1,6.6719701290130615,176,176,111.76276963404891,0.0,0
density,30,0,8,Hybrid,Hybrid,1,11.469128370285034,192,200,137.33347985596814,0.0,0
density,30,0,9,RRT*,RRT*,1,10.846710205078125,369,329,129.313948635409,0.0,0
density,30,0,9,GoalBias,GoalBias,1,10.994152069091797,454,270,165.79779003854796,0.0,0
density,30,0,9,Hybrid,Hybrid,1,4.565338850021362,101,144,108.98303324784143,0.0,0
density,30,0,7,Hybrid,Hybrid,1,21.30944514274597,251,253,192.7533319381119,0.0,0
density,30,1,0,GoalBias,GoalBias,1,3.9650719165802,144,126,130.5635151202577,0.0,0
density,30,1,0,Hybrid,Hybrid,1,3.9627580642700195,79,109,131.33869653669393,0.0,0
density,30,1,0,RRT*,RRT*,1,5.4978649616241455,110,139,153.7534885837686,0.0,0
density,30,1,1,GoalBias,GoalBias,1,3.7536556720733643,141,141,118.33066038076453,0.0,0
density,30,1,2,RRT*,RRT*,1,6.05844783782959,167,180,154.8288662024869,0.0,0
density,30,1,2,GoalBias,GoalBias,1,3.3408169746398926,54,106,107.06572154474819,0.0,0
density,30,0,6,Hybrid,Hybrid,1,38.49356293678284,340,303,160.995022396286,0.0,0
density,30,0,8,RRT*,RRT*,1,30.8273708820343,675,623,176.1016009604148,0.0,0
density,30,1,3,GoalBias,GoalBias,1,3.519960641860962,70,111,119.20838695277938,0.0,0
density,30,1,1,RRT*,RRT*,1,12.482537984848022,328,345,153.22054392151296,0.0,0
density,30,1,2,Hybrid,Hybrid,1,8.506942987442017,66,150,142.2139801663308,0.0,0
density,30,1,4,GoalBias,GoalBias,1,3.3282229900360107,144,117,98.5521961222032,0.0,0
density,30,1,4,RRT*,RRT*,1,5.331776857376099,179,184,124.87305122240289,0.0,0
density,30,1,5,RRT*,RRT*,1,5.043966054916382,128,162,143.09881477495773,0.0,0
density,30,1,3,Hybrid,Hybrid,1,10.944630146026611,367,245,171.68705112996824,0.0,0
density,30,1,4,Hybrid,Hybrid,1,9.2242431640625,119,169,112.67268681846927,0.0,0
density,30,1,5,GoalBias,GoalBias,1,7.863889932632446,257,233,111.80232398506924,0.0,0
density,30,1,3,RRT*,RRT*,1,18.992983102798462,543,425,174.14633176245894,0.0,0
density,30,1,6,RRT*,RRT*,1,5.934307813644409,128,189,169.6564065758885,0.0,0
density,30,1,6,GoalBias,GoalBias,1,3.3448870182037354,47,111,145.17594176550645,0.0,0
density,30,1,5,Hybrid,Hybrid,1,7.797743797302246,113,127,104.54717148151545,0.0,0
density,30,1,7,GoalBias,GoalBias,1,4.859540939331055,186,143,154.67126807260345,0.0,0
density,30,1,7,RRT*,RRT*,1,6.664891719818115,192,206,114.69433383887065,0.0,0
density,30,1,8,Hybrid,Hybrid,1,2.3837530612945557,40,80,103.8120065608252,0.0,0
density,30,1,7,Hybrid,Hybrid,1,7.434290170669556,82,144,110.65127236818833,0.0,0
density,30,1,8,GoalBias,GoalBias,1,4.0000879764556885,129,117,114.7036165069728,0.0,0
density,30,1,9,GoalBias,GoalBias,1,8.64411211013794,395,204,123.67011481625104,0.0,0
density,30,1,9,Hybrid,Hybrid,1,8.420511960983276,51,145,127.40444884738893,0.0,0
density,30,1,9,RRT*,RRT*,1,11.584517002105713,398,295,159.0546572976038,0.0,0
density,30,2,0,Hybrid,Hybrid,1,7.437496662139893,65,133,123.36020231255216,0.0,0
density,30,1,8,RRT*,RRT*,1,28.66657781600952,695,591,227.8301118933267,0.0,0
density,30,2,0,RRT*,RRT*,1,24.375441074371338,583,570,162.02649819116203,0.0,0
density,30,2,1,RRT*,RRT*,1,18.777909994125366,472,462,151.09278581722606,0.0,0
density,30,2,1,GoalBias,GoalBias,1,19.25958013534546,384,308,124.81904866321538,0.0,0
density,30,2,2,GoalBias,GoalBias,1,3.6203830242156982,71,122,113.75346792937685,0.0,0
density,30,2,0,GoalBias,GoalBias,1,38.45615482330322,824,759,142.16038089868616,0.0,0
density,30,2,2,RRT*,RRT*,1,13.616810083389282,401,355,153.76575044859072,0.0,0
density,30,2,3,GoalBias,GoalBias,1,3.652945041656494,84,127,160.2074552078716,0.0,0
density,30,2,2,Hybrid,Hybrid,1,10.62408709526062,144,196,182.91052371817156,0.0,0
density,30,2,3,Hybrid,Hybrid,1,2.299264907836914,42,77,114.19318148262553,0.0,0
density,30,2,4,RRT*,RRT*,1,14.301183938980103,364,341,165.14446994102033,0.0,0
density,30,2,1,Hybrid,Hybrid,1,37.8410120010376,398,412,147.65221896493313,0.0,0
density,30,2,3,RRT*,RRT*,1,27.240429162979126,603,559,159.4906360226344,0.0,0
density,30,2,5,RRT*,RRT*,1,4.990177869796753,177,156,117.08351393406663,0.0,0
density,30,2,4,Hybrid,Hybrid,1,7.8432457447052,99,172,143.3631126981337,0.0,0
density,30,2,5,GoalBias,GoalBias,1,9.53150725364685,230,244,173.07938232935652,0.0,0
density,30,2,6,GoalBias,GoalBias,1,3.9993298053741455,47,106,129.20349095731805,0.0,0
density,30,2,5,Hybrid,Hybrid,1,23.572484016418457,174,216,139.96295118564592,0.0,0
density,30,2,7,RRT*,RRT*,1,4.609925270080566,82,143,114.62152660309482,0.0,0
density,30,2,6,RRT*,RRT*,1,32.80081391334534,774,616,212.61930778940322,0.0,0
density,30,1,1,Hybrid,Hybrid,1,145.98751711845398,965,675,155.52124747052238,0.0,0
density,30,2,7,GoalBias,GoalBias,1,7.123440742492676,165,176,145.93455604145063,0.0,0
density,30,2,8,GoalBias,GoalBias,1,4.575835704803467,135,122,114.5401575065633,0.0,0
density,30,2,8,RRT*,RRT*,1,12.068365097045898,311,281,127.55057658066129,0.0,0
density,30,2,7,Hybrid,Hybrid,1,24.724107027053833,355,263,174.52234507815152,0.0,0
density,30,2,9,GoalBias,GoalBias,1,3.3091042041778564,48,114,157.99290319431904,0.0,0
density,30,2,8,Hybrid,Hybrid,1,27.29879927635193,441,295,107.24439560781263,0.0,0
density,30,1,6,Hybrid,Hybrid,1,162.86610507965088,753,655,136.46085395201206,0.0,0
density,30,2,9,RRT*,RRT*,1,30.172911167144775,716,631,133.57599921568607,0.0,0
density,30,3,0,Hybrid,Hybrid,1,2.568056106567383,58,95,149.63800302679093,0.0,0
density,30,2,9,Hybrid,Hybrid,1,17.268898248672485,366,312,179.7657981942974,0.0,0
density,30,3,0,RRT*,RRT*,1,16.77483892440796,491,299,210.3708017906899,0.0,0
density,30,3,0,GoalBias,GoalBias,1,10.096899032592773,315,252,150.20665443675657,0.0,0
density,30,3,1,Hybrid,Hybrid,1,3.4895501136779785,122,111,123.89463875525071,0.0,0
density,30,3,1,RRT*,RRT*,1,14.530672073364258,488,335,178.93007260306766,0.0,0
density,30,3,2,Hybrid,Hybrid,1,2.287766933441162,41,82,153.98352492731604,0.0,0
density,30,3,1,GoalBias,GoalBias,1,18.201668977737427,554,302,199.94262267430315,0.0,0
density,30,3,2,GoalBias,GoalBias,1,14.254499197006226,474,300,118.42346393014334,0.0,0
density,30,3,3,GoalBias,GoalBias,1,5.970489740371704,151,153,152.24336854640705,0.0,0
density,30,3,3,Hybrid,Hybrid,1,5.993086814880371,188,158,168.81029738773682,0.0,0
density,30,2,4,GoalBias,GoalBias,1,129.93193101882935,957,874,117.47507246060125,0.0,0
density,30,3,3,RRT*,RRT*,1,16.244632244110107,380,385,153.91460148504342,0.0,0
density,30,3,4,Hybrid,Hybrid,1,2.8493800163269043,97,86,148.77773138080116,0.0,0
density,30,3,4,RRT*,RRT*,1,11.48692512512207,265,229,134.83142395695526,0.0,0
density,30,3,5,RRT*,RRT*,1,5.2892632484436035,177,158,130.72391315888808,0.0,0
density,30,3,2,RRT*,RRT*,1,34.021183013916016,743,680,184.1156555793917,0.0,0
density,30,3,5,GoalBias,GoalBias,1,8.635735034942627,414,187,190.14469437266874,0.0,0
density,30,3,6,GoalBias,GoalBias,1,5.3799028396606445,102,126,114.97641051668313,0.0,0
density,30,3,6,Hybrid,Hybrid,1,4.20870566368103,123,102,108.7257797497339,0.0,0
density,30,3,5,Hybrid,Hybrid,1,12.836808204650879,407,183,146.97231881616892,0.0,0
density,30,3,4,GoalBias,GoalBias,1,25.586716890335083,588,480,115.1998832818385,0.0,0
density,30,3,7,GoalBias,GoalBias,1,7.084242820739746,57,123,114.93692398843125,0.0,0
density,30,3,7,Hybrid,Hybrid,1,7.405419111251831,173,111,152.16305456989025,0.0,0
density,30,3,6,RRT*,RRT*,1,17.812966346740723,355,277,195.73360471860354,0.0,0
density,30,3,8,Hybrid,Hybrid,1,4.837111949920654,47,96,141.0211817247574,0.0,0
density,30,3,9,RRT*,RRT*,1,8.041349172592163,154,145,158.338091710502,0.0,0
density,30,3,8,RRT*,RRT*,1,10.98356318473816,154,171,168.80825238349948,0.0,0
density,30,3,9,GoalBias,GoalBias,1,10.836284875869751,159,142,171.97301374802117,0.0,0
density,30,4,0,RRT*,RRT*,1,13.843345165252686,175,227,138.19578540696156,0.0,0
density,30,3,8,GoalBias,GoalBias,1,25.03084921836853,403,308,127.67953773799717,0.0,0
density,30,3,7,RRT*,RRT*,1,33.42910099029541,546,448,170.51625939558923,0.0,0
density,30,3,9,Hybrid,Hybrid,1,21.066286087036133,352,199,157.58441244872967,0.0,0
density,30,4,1,GoalBias,GoalBias,1,5.266294956207275,39,116,111.00831912478073,0.0,0
density,30,4,0,Hybrid,Hybrid,1,13.667808055877686,306,235,197.6965525569099,0.0,0
density,30,4,1,Hybrid,Hybrid,1,8.440764904022217,138,154,126.54369222635019,0.0,0
density,30,4,2,GoalBias,GoalBias,1,5.041069030761719,41,112,110.7780785342725,0.0,0
density,30,4,1,RRT*,RRT*,1,20.01094889640808,507,332,154.2177272268929,0.0,0
density,30,4,2,RRT*,RRT*,1,17.55632996559143,299,307,155.99549884375793,0.0,0
density,30,4,3,GoalBias,GoalBias,1,7.715719938278198,104,159,137.39530990423802,0.0,0
density,30,4,3,Hybrid,Hybrid,1,4.63926887512207,55,88,123.75992166878639,0.0,0
density,30,4,2,Hybrid,Hybrid,1,16.763092041015625,224,197,162.46180887702636,0.0,0
density,30,4,0,GoalBias,GoalBias,1,41.454943895339966,382,371,132.67257291162434,0.0,0
density,30,4,4,GoalBias,GoalBias,1,6.36127495765686,80,145,157.8835571160193,0.0,0
density,30,4,4,Hybrid,Hybrid,1,7.0531229972839355,123,121,136.90978511262418,0.0,0
density,30,4,3,RRT*,RRT*,1,25.881595134735107,352,344,156.72543641888055,0.0,0
density,30,4,4,RRT*,RRT*,1,18.317631006240845,265,324,125.28913816741816,0.0,0
density,30,4,5,Hybrid,Hybrid,1,12.934969902038574,155,152,145.9526874857212,0.0,0
density,30,4,6,GoalBias,GoalBias,1,5.254946708679199,47,118,109.01069971928527,0.0,0
density,30,4,5,GoalBias,GoalBias,1,20.73535394668579,370,336,118.73174581513736,0.0,0
density,30,4,5,RRT*,RRT*,1,29.624495029449463,592,433,116.12167734088884,0.0,0
density,30,4,7,RRT*,RRT*,1,12.751620769500732,229,266,128.814651607398,0.0,0
density,30,4,7,GoalBias,GoalBias,1,9.8854660987854,165,155,160.36056195047374,0.0,0
density,30,4,6,Hybrid,Hybrid,1,15.668959140777588,650,229,190.7769712068792,0.0,0
density,30,2,6,Hybrid,Hybrid,1,215.4070861339569,738,662,131.37772173002972,0.0,0
density,30,4,8,GoalBias,GoalBias,1,4.713819742202759,68,133,138.36834204521264,0.0,0
density,30,4,7,Hybrid,Hybrid,1,9.152434825897217,209,146,183.73355724126318,0.0,0
density,30,4,9,RRT*,RRT*,1,10.299510955810547,170,204,125.91380719196462,0.0,0
density,30,4,9,Hybrid,Hybrid,1,7.636851072311401,207,175,130.21518064463856,0.0,0
density,30,4,9,GoalBias,GoalBias,1,15.830552101135254,499,239,171.89232119264122,0.0,0
density,40,0,0,GoalBias,GoalBias,1,6.56585431098938,113,124,136.19059871652166,0.0,0
density,30,4,8,Hybrid,Hybrid,1,21.500464916229248,539,255,116.2536596771822,0.0,0
density,40,0,0,Hybrid,Hybrid,1,7.25322961807251,127,116,146.52851496073944,0.0,0
density,40,0,1,GoalBias,GoalBias,1,6.765797138214111,92,135,121.30423281912528,0.0,0
density,30,4,6,RRT*,RRT*,1,59.254481077194214,1113,742,142.42361983983565,0.0,0
density,30,4,8,RRT*,RRT*,1,41.400460958480835,950,634,149.26350774490982,0.0,0
density,40,0,1,RRT*,RRT*,1,19.07788586616516,488,297,134.7982936294657,0.0,0
density,40,0,0,RRT*,RRT*,1,28.147522926330566,612,370,157.58389175811718,0.0,0
density,40,0,1,Hybrid,Hybrid,1,15.994265794754028,172,193,115.3972571098483,0.0,0
density,40,0,2,Hybrid,Hybrid,1,4.9696619510650635,114,88,139.64052173407217,0.0,0
density,40,0,3,GoalBias,GoalBias,1,6.775516033172607,103,128,151.10994976630192,0.0,0
density,40,0,3,Hybrid,Hybrid,1,5.025209903717041,78,95,151.9046198143681,0.0,0
density,40,0,2,GoalBias,GoalBias,1,12.182779788970947,217,213,143.9700084550019,0.0,0
density,40,0,4,GoalBias,GoalBias,1,8.761194944381714,181,154,147.9271478037066,0.0,0
density,40,0,4,Hybrid,Hybrid,1,8.18009901046753,95,118,151.7278357824145,0.0,0
density,40,0,3,RRT*,RRT*,1,16.984432697296143,262,256,134.59412855453877,0.0,0
density,40,0,2,RRT*,RRT*,1,30.893833875656128,524,379,137.83461574093516,0.0,0
density,40,0,5,Hybrid,Hybrid,1,4.941035032272339,93,100,157.64081941480345,0.0,0
density,40,0,4,RRT*,RRT*,1,19.244464874267578,265,287,128.6406938518637,0.0,0
density,40,0,6,Hybrid,Hybrid,1,3.9133691787719727,50,83,153.77602711046134,0.0,0
density,40,0,6,GoalBias,GoalBias,1,7.366863012313843,163,129,122.59689947205126,0.0,0
density,40,0,7,Hybrid,Hybrid,1,5.4034647941589355,145,104,135.99568896810877,0.0,0
density,40,0,7,GoalBias,GoalBias,1,8.954725980758667,176,181,156.75725306359533,0.0,0
density,40,0,7,RRT*,RRT*,1,12.186445713043213,202,240,138.19354953522705,0.0,0
density,40,0,5,GoalBias,GoalBias,1,22.40250301361084,410,342,110.28003486714782,0.0,0
density,40,0,5,RRT*,RRT*,1,37.73966693878174,592,480,205.2653840174605,0.0,0
density,40,0,8,GoalBias,GoalBias,1,17.35770273208618,303,253,138.9954291135674,0.0,0
density,40,0,8,RRT*,RRT*,1,21.41059112548828,451,307,139.66974654711652,0.0,0
density,40,0,6,RRT*,RRT*,1,37.38740110397339,591,482,126.69845109411102,0.0,0
density,40,0,9,RRT*,RRT*,1,19.022868871688843,369,309,129.313948635409,0.0,0
density,40,0,9,Hybrid,Hybrid,1,9.836945295333862,316,148,151.98856392472,0.0,0
density,40,1,0,GoalBias,GoalBias,1,9.41726303100586,276,165,140.8342200352127,0.0,0
density,40,0,9,GoalBias,GoalBias,1,17.64847469329834,392,274,179.63905625057512,0.0,0
density,40,1,0,RRT*,RRT*,1,11.668613195419312,329,194,148.43606883386303,0.0,0
density,40,1,1,GoalBias,GoalBias,1,6.840353012084961,141,130,118.33066038076453,0.0,0
density,40,1,1,RRT*,RRT*,1,15.58613395690918,336,221,128.07373637901975,0.0,0
density,40,1,2,GoalBias,GoalBias,1,7.435378074645996,191,126,116.77985730172068,0.0,0
density,40,0,8,Hybrid,Hybrid,1,49.42701530456543,1084,445,135.53795038066235,0.0,0
density,40,1,2,RRT*,RRT*,1,24.216864109039307,448,360,142.04583976623297,0.0,0
density,40,1,2,Hybrid,Hybrid,1,13.682376146316528,198,193,157.05726843578418,0.0,0
density,40,1,3,Hybrid,Hybrid,1,5.284656047821045,155,65,120.65437896947516,0.0,0
density,40,1,3,RRT*,RRT*,1,31.058600187301636,1378,266,132.27196181278165,0.0,0
density,40,1,4,RRT*,RRT*,1,18.70220971107483,406,234,181.71865266307358,0.0,0
density,40,1,4,GoalBias,GoalBias,1,15.239613056182861,956,112,120.26978493871586,0.0,0
density,40,1,4,Hybrid,Hybrid,1,5.002979040145874,132,81,109.99759874431405,0.0,0
density,40,1,5,GoalBias,GoalBias,1,8.41272497177124,189,129,138.52123323757286,0.0,0
density,40,1,1,Hybrid,Hybrid,0,,,,,,
density,40,1,5,Hybrid,Hybrid,1,21.406857013702393,863,119,132.3947253476396,0.0,0
density,40,1,6,Hybrid,Hybrid,1,5.1335179805755615,119,67,111.47215485846533,0.0,0
density,40,1,3,GoalBias,GoalBias,1,65.51681804656982,863,686,118.44086075812085,0.0,0
density,40,1,6,RRT*,RRT*,1,45.47064781188965,662,435,196.5032316750093,0.0,0
density,40,1,7,GoalBias,GoalBias,1,20.813604831695557,522,231,129.37767752980722,0.0,0
density,40,1,7,Hybrid,Hybrid,1,8.63274097442627,234,108,117.06157769402162,0.0,0
density,40,1,7,RRT*,RRT*,1,32.5818612575531,571,414,170.93156089486016,0.0,0
density,40,1,8,Hybrid,Hybrid,1,3.6455647945404053,55,67,114.2434245782601,0.0,0
density,40,1,8,GoalBias,GoalBias,1,11.10918402671814,350,106,129.93582066294863,0.0,0
density,40,1,6,GoalBias,GoalBias,1,62.42712903022766,2581,295,156.08689397231223,0.0,0
density,40,1,5,RRT*,RRT*,1,80.79624104499817,1005,745,130.45152387164927,0.0,0
density,40,1,9,GoalBias,GoalBias,1,11.467214107513428,314,148,126.93376454698613,0.0,0
density,40,1,9,RRT*,RRT*,1,22.068681955337524,402,280,125.6407619794959,0.0,0
density,40,2,0,Hybrid,Hybrid,1,8.867708921432495,99,113,143.68600490650684,0.0,0
density,40,2,1,RRT*,RRT*,1,19.362402200698853,328,198,152.10632542432654,0.0,0
density,40,2,0,GoalBias,GoalBias,1,38.182612895965576,480,429,145.36830374111332,0.0,0
density,40,2,1,GoalBias,GoalBias,1,23.309854984283447,577,253,150.15142534207934,0.0,0
density,40,2,0,RRT*,RRT*,1,66.58264112472534,994,718,160.93851383186828,0.0,0
density,40,1,9,Hybrid,Hybrid,1,74.85573410987854,918,451,180.1583464612156,0.0,0
density,40,2,2,Hybrid,Hybrid,1,7.364883184432983,207,103,153.99635046400667,0.0,0
density,40,2,2,GoalBias,GoalBias,1,11.806751012802124,273,205,173.04846234330472,0.0,0
density,40,2,2,RRT*,RRT*,1,23.895453929901123,401,340,153.6036845595868,0.0,0
density,40,2,3,GoalBias,GoalBias,1,6.200517177581787,84,107,160.2074552078716,0.0,0
density,40,1,8,RRT*,RRT*,1,106.65887999534607,1279,928,185.94607163319384,0.0,0
density,40,2,1,Hybrid,Hybrid,1,52.96293783187866,357,217,144.64397207682237,0.0,0
density,40,2,4,Hybrid,Hybrid,1,9.260194063186646,225,138,144.4201141898289,0.0,0
density,40,2,4,RRT*,RRT*,1,26.907639026641846,646,343,115.77160004265501,0.0,0
density,40,2,3,RRT*,RRT*,1,37.26908993721008,564,500,163.14517385904705,0.0,0
density,40,2,4,GoalBias,GoalBias,1,27.614723920822144,366,306,175.40815078535263,0.0,0
density,40,2,5,GoalBias,GoalBias,1,8.02880597114563,194,138,146.07952920179486,0.0,0
density,40,2,3,Hybrid,Hybrid,1,35.59752321243286,196,165,112.20558885193533,0.0,0
density,40,2,5,RRT*,RRT*,1,18.84261989593506,463,276,168.48643320090932,0.0,0
density,40,2,6,GoalBias,GoalBias,1,7.479346036911011,99,124,145.56673872174238,0.0,0
density,40,2,7,GoalBias,GoalBias,1,11.437713146209717,183,157,127.97700973734838,0.0,0
density,40,2,5,Hybrid,Hybrid,1,24.023694038391113,625,228,133.97450778427654,0.0,0
density,40,2,7,Hybrid,Hybrid,1,4.565725803375244,84,67,139.39033668569584,0.0,0
density,40,2,7,RRT*,RRT*,1,25.452134132385254,469,327,124.32362580213149,0.0,0
density,40,2,8,RRT*,RRT*,1,18.18033480644226,311,260,141.0148418153041,0.0,0
density,40,2,8,Hybrid,Hybrid,1,11.737028121948242,147,127,136.77532079460852,0.0,0
density,40,2,9,GoalBias,GoalBias,1,12.024356842041016,140,175,122.28437194103613,0.0,0
density,40,2,8,GoalBias,GoalBias,1,34.01165413856506,529,305,144.97551385645534,0.0,0
density,40,2,6,RRT*,RRT*,1,63.88147783279419,957,655,200.06192200947268,0.0,0
density,40,2,9,Hybrid,Hybrid,1,8.576197147369385,223,94,118.6871287057808,0.0,0
density,40,3,0,GoalBias,GoalBias,1,8.750715017318726,134,128,144.33154785327432,0.0,0
density,40,2,9,RRT*,RRT*,1,33.931952238082886,576,407,134.70106558164179,0.0,0
density,40,3,0,Hybrid,Hybrid,1,13.40905499458313,241,172,139.08131294812242,0.0,0
density,40,3,1,RRT*,RRT*,1,13.521865844726562,358,205,164.57053332395367,0.0,0
density,40,3,0,RRT*,RRT*,1,32.15166163444519,638,329,188.04609867652664,0.0,0
density,40,3,1,Hybrid,Hybrid,1,21.058202981948853,442,198,124.90662977004321,0.0,0
density,40,3,2,GoalBias,GoalBias,1,10.659862041473389,296,185,131.30337141751838,0.0,0
density,40,3,2,Hybrid,Hybrid,1,3.5541110038757324,39,79,146.18937327406573,0.0,0
density,40,3,1,GoalBias,GoalBias,1,37.157384157180786,980,276,190.70996394265163,0.0,0
density,40,3,3,Hybrid,Hybrid,1,5.549154043197632,140,99,124.68315228724906,0.0,0
density,40,3,3,GoalBias,GoalBias,1,13.567317008972168,290,221,127.51284445825358,0.0,0
density,40,3,3,RRT*,RRT*,1,23.87245225906372,380,350,153.9146014800774,0.0,0
density,40,3,4,Hybrid,Hybrid,1,5.024489164352417,121,96,157.359289349783,0.0,0
density,40,3,4,RRT*,RRT*,1,16.23262310028076,265,207,134.83142395695526,0.0,0
density,40,3,2,RRT*,RRT*,1,52.78653693199158,743,646,183.98580468255028,0.0,0
density,40,3,5,Hybrid,Hybrid,1,8.228601217269897,204,109,147.43874709394888,0.0,0
density,40,3,4,GoalBias,GoalBias,1,30.240004062652588,475,377,117.19177313276715,0.0,0
density,40,3,5,GoalBias,GoalBias,1,24.785953044891357,777,361,167.4477408853176,0.0,0
density,40,3,6,Hybrid,Hybrid,1,4.662225246429443,104,97,113.18852543068142,0.0,0
density,40,3,6,GoalBias,GoalBias,1,15.565294742584229,343,252,98.64360131812766,0.0,0
density,40,3,5,RRT*,RRT*,1,32.26964998245239,592,429,158.3530709182537,0.0,0
density,40,3,6,RRT*,RRT*,1,22.147409915924072,355,273,195.73360471860354,0.0,0
density,40,3,7,GoalBias,GoalBias,1,14.44650387763977,176,170,123.2592793375152,0.0,0
density,40,3,8,RRT*,RRT*,1,10.727743148803711,154,167,168.80825238349948,0.0,0
density,40,3,7,Hybrid,Hybrid,1,16.941120147705078,365,205,126.50015085845367,0.0,0
density,40,2,6,Hybrid,Hybrid,1,180.73498010635376,1016,630,172.1382838996343,0.0,0
density,40,3,8,Hybrid,Hybrid,1,9.796972036361694,323,137,167.564420799371,0.0,0
density,40,3,9,RRT*,RRT*,1,8.596187829971313,181,151,123.05664750919767,0.0,0
density,40,3,9,Hybrid,Hybrid,1,5.672154903411865,133,107,122.95105301633303,0.0,0
density,40,3,9,GoalBias,GoalBias,1,11.895642042160034,218,170,163.57670072920067,0.0,0
density,40,4,0,RRT*,RRT*,1,12.04976201057434,175,225,138.19578540696156,0.0,0
density,40,3,8,GoalBias,GoalBias,1,27.59140181541443,483,327,179.01419102941128,0.0,0
density,40,3,7,RRT*,RRT*,1,47.01448106765747,729,565,171.31561738751896,0.0,0
density,40,4,1,GoalBias,GoalBias,1,5.080545902252197,39,104,111.00831912478073,0.0,0
density,40,4,1,Hybrid,Hybrid,1,3.461906909942627,35,72,105.25654568184277,0.0,0
density,40,4,1,RRT*,RRT*,1,11.647195816040039,329,165,122.00637333975662,0.0,0
density,40,4,2,GoalBias,GoalBias,1,4.76183009147644,41,97,105.55778788633953,0.0,0
density,40,4,2,Hybrid,Hybrid,1,7.114808082580566,152,120,133.13364373131338,0.0,0
density,40,4,0,GoalBias,GoalBias,1,28.821011304855347,317,284,131.06441245560165,0.0,0
density,40,4,2,RRT*,RRT*,1,16.073288917541504,251,211,145.8631114458432,0.0,0
density,40,4,3,GoalBias,GoalBias,1,6.731014728546143,104,144,137.39530990423802,0.0,0
density,40,4,3,Hybrid,Hybrid,1,9.61577296257019,121,135,123.01610987324455,0.0,0
density,40,4,4,GoalBias,GoalBias,1,6.556110858917236,80,139,127.51387605850188,0.0,0
density,40,4,0,Hybrid,Hybrid,1,38.876731157302856,461,320,155.11308989264404,0.0,0
density,40,4,3,RRT*,RRT*,1,17.226557731628418,288,269,135.031413219874,0.0,0
density,40,4,4,Hybrid,Hybrid,1,5.845215082168579,65,104,137.55448705715403,0.0,0
density,40,4,5,Hybrid,Hybrid,1,6.584253787994385,129,127,144.33227154730386,0.0,0
density,40,4,6,GoalBias,GoalBias,1,8.172803163528442,47,108,104.23854065175829,0.0,0
density,40,4,5,GoalBias,GoalBias,1,18.452718257904053,263,259,118.62738772598492,0.0,0
